variant,revision,trial,profile,records,prefix_bytes,round,build_ns,record_ns,payload_bytes,wire_digest
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,1,bit_fixed,16384,64,0,1454542.000,88.778,61036,15332273967921022392
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,1,bit_fixed,16384,64,1,1371667.000,83.720,61036,15332273967921022392
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,1,bit_fixed,16384,64,2,1436708.000,87.690,61036,15332273967921022392
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,1,bit_variable,16384,64,0,1752667.000,106.974,83922,3519228460996590230
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,1,bit_variable,16384,64,1,1780500.000,108.673,83922,3519228460996590230
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,1,bit_variable,16384,64,2,1902459.000,116.117,83922,3519228460996590230
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,1,byte_fixed,16384,64,0,1363375.000,83.214,181451,9251279952100018761
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,1,byte_fixed,16384,64,1,1293833.000,78.969,181451,9251279952100018761
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,1,byte_fixed,16384,64,2,1297833.000,79.213,181451,9251279952100018761
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,1,byte_variable,16384,64,0,1699833.000,103.750,328881,10497002078573155402
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,1,byte_variable,16384,64,1,1595542.000,97.384,328881,10497002078573155402
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,1,byte_variable,16384,64,2,1697250.000,103.592,328881,10497002078573155402
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,1,bit_fixed,16384,64,0,2122209.000,129.529,61036,15332273967921022392
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,1,bit_fixed,16384,64,1,1941292.000,118.487,61036,15332273967921022392
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,1,bit_fixed,16384,64,2,1927959.000,117.673,61036,15332273967921022392
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,1,bit_variable,16384,64,0,2324959.000,141.904,83922,3519228460996590230
