variant,revision,profile,group_size,base_records,prefix_bytes,head_entries,prefix_catalogs,queries,trial,prepare_ns,query_ns,visited_catalogs,matches,checksum,codec_block_size,native_payload_bytes,borrowed_payload_bytes,offset_array_bytes,rank_array_bytes,cut_lcp_array_bytes,false_borrow_bytes,total_array_bytes
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,bit,15,65536,64,1390,2,4096,0,203833.000,7723.206,24576,2810,17916971327959202543,15,987547,19696,10128,3552,49768,779,1071470
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,byte,15,65536,64,1390,2,4096,0,122000.000,4127.889,24576,2810,17916971327959202543,16,1017408,21930,7448,3552,49768,779,1100885
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,bit,15,65536,64,1390,2,4096,0,230625.000,8854.726,24576,2810,17916971327959202543,16,986677,19632,9600,3552,49768,779,1070008
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,byte,15,65536,64,1390,2,4096,1,122625.000,4067.149,24576,2810,17916971327959202543,16,1017408,21930,7448,3552,49768,779,1100885
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,bit,15,65536,64,1390,2,4096,1,209583.000,8813.334,24576,2810,17916971327959202543,16,986677,19632,9600,3552,49768,779,1070008
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,byte,15,65536,64,1390,2,4096,1,126375.000,3752.411,24576,2810,17916971327959202543,15,1017774,21957,7856,3552,49768,779,1101686
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,bit,15,65536,64,1390,2,4096,1,207208.000,7687.754,24576,2810,17916971327959202543,15,987547,19696,10128,3552,49768,779,1071470
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,byte,15,65536,64,1390,2,4096,1,121208.000,7382.446,24576,2810,17916971327959202543,15,1076239,22266,7904,3552,0,779,1110740
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,bit,15,65536,64,1390,2,4096,1,243375.000,13765.544,24576,2810,17916971327959202543,15,1047526,19871,10184,3552,0,779,1081912
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,byte,15,65536,64,1390,2,4096,2,147292.000,7684.296,24576,2810,17916971327959202543,15,1076239,22266,7904,3552,0,779,1110740
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,bit,15,65536,64,1390,2,4096,2,230750.000,13737.722,24576,2810,17916971327959202543,15,1047526,19871,10184,3552,0,779,1081912
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,byte,15,65536,64,1390,2,4096,2,119333.000,3750.315,24576,2810,17916971327959202543,15,1017774,21957,7856,3552,49768,779,1101686
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,bit,15,65536,64,1390,2,4096,2,202292.000,7711.558,24576,2810,17916971327959202543,15,987547,19696,10128,3552,49768,779,1071470
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,byte,15,65536,64,1390,2,4096,2,168458.000,4194.926,24576,2810,17916971327959202543,16,1017408,21930,7448,3552,49768,779,1100885
