variant,revision,profile,group_size,base_records,prefix_bytes,head_entries,prefix_catalogs,queries,trial,prepare_ns,query_ns,visited_catalogs,matches,checksum,codec_block_size,native_payload_bytes,borrowed_payload_bytes,offset_array_bytes,rank_array_bytes,cut_lcp_array_bytes,false_borrow_bytes,total_array_bytes
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,byte,15,65536,64,1390,2,4096,0,82875.000,2334.300,24576,2810,17916971327959202543,15,1011968,21539,7856,3552,49768,779,1095462
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,bit,15,65536,64,1390,2,4096,0,121834.000,3758.311,24576,2810,17916971327959202543,15,983559,19332,10120,3552,49768,779,1067110
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,byte,15,65536,64,1390,2,4096,1,67875.000,2383.850,24576,2810,17916971327959202543,15,1011968,21539,7856,3552,49768,779,1095462
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,bit,15,65536,64,1390,2,4096,1,108083.000,3707.336,24576,2810,17916971327959202543,15,983559,19332,10120,3552,49768,779,1067110
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,byte,15,65536,64,1390,2,4096,1,80375.000,2397.675,24576,2810,17916971327959202543,15,1017774,21957,7856,3552,49768,779,1101686
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,bit,15,65536,64,1390,2,4096,1,108416.000,3519.226,24576,2810,17916971327959202543,15,987547,19696,10128,3552,49768,779,1071470
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,byte,15,65536,64,1390,2,4096,2,81667.000,2411.000,24576,2810,17916971327959202543,15,1017774,21957,7856,3552,49768,779,1101686
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,bit,15,65536,64,1390,2,4096,2,130667.000,3648.326,24576,2810,17916971327959202543,15,987547,19696,10128,3552,49768,779,1071470
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,byte,15,65536,64,1390,2,4096,2,80500.000,2340.851,24576,2810,17916971327959202543,15,1011968,21539,7856,3552,49768,779,1095462
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,bit,15,65536,64,1390,2,4096,2,154125.000,3623.515,24576,2810,17916971327959202543,15,983559,19332,10120,3552,49768,779,1067110
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,byte,15,65536,64,1390,2,4096,3,96500.000,2403.392,24576,2810,17916971327959202543,15,1011968,21539,7856,3552,49768,779,1095462
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,bit,15,65536,64,1390,2,4096,3,116791.000,3625.031,24576,2810,17916971327959202543,15,983559,19332,10120,3552,49768,779,1067110
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,byte,15,65536,64,1390,2,4096,3,70458.000,2333.923,24576,2810,17916971327959202543,15,1017774,21957,7856,3552,49768,779,1101686
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,bit,15,65536,64,1390,2,4096,3,123167.000,3756.266,24576,2810,17916971327959202543,15,987547,19696,10128,3552,49768,779,1071470
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,byte,15,65536,64,1390,2,4096,4,79333.000,2353.912,24576,2810,17916971327959202543,15,1017774,21957,7856,3552,49768,779,1101686
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,bit,15,65536,64,1390,2,4096,4,113583.000,3674.184,24576,2810,17916971327959202543,15,987547,19696,10128,3552,49768,779,1071470
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,byte,15,65536,64,1390,2,4096,4,74292.000,2382.904,24576,2810,17916971327959202543,15,1011968,21539,7856,3552,49768,779,1095462
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,bit,15,65536,64,1390,2,4096,4,109292.000,3662.587,24576,2810,17916971327959202543,15,983559,19332,10120,3552,49768,779,1067110
