workload,phase,trial,items,bits,loops,ns_per_item,checksum
hash-512/frames,timed,4,32768,68057279,4,67.7928924561,4447512945652
hash-512/frames,timed,5,32768,68057279,4,63.6126251221,4447512945652
hash-512/cursor,warmup,0,32768,68057279,4,130.990661621,279133080
hash-512/cursor,timed,1,32768,68057279,4,132.212005615,279133080
hash-512/cursor,timed,2,32768,68057279,4,133.664764404,279133080
hash-512/cursor,timed,3,32768,68057279,4,133.878074646,279133080
hash-512/cursor,timed,4,32768,68057279,4,133.661911011,279133080
hash-512/cursor,timed,5,32768,68057279,4,135.232925415,279133080
hash-512/records,warmup,0,32768,68100724,4,199.794136047,4450153374760
hash-512/records,timed,1,32768,68100724,4,205.635070801,4450153374760
hash-512/records,timed,2,32768,68100724,4,206.535972595,4450153374760
hash-512/records,timed,3,32768,68100724,4,203.366920471,4450153374760
hash-512/records,timed,4,32768,68100724,4,208.685874939,4450153374760
hash-512/records,timed,5,32768,68100724,4,214.252159119,4450153374760
hash-512/merge-disjoint,warmup,0,32768,68103226,2,432.286575317,136180134
hash-512/merge-disjoint,timed,1,32768,68103226,2,436.84387207,136180134
hash-512/merge-disjoint,timed,2,32768,68103226,2,438.149124146,136180134
hash-512/merge-disjoint,timed,3,32768,68103226,2,434.209197998,136180134
hash-512/merge-disjoint,timed,4,32768,68103226,2,434.871673584,136180134
hash-512/merge-disjoint,timed,5,32768,68103226,2,439.421340942,136180134
hash-512/merge-overlap,warmup,0,32768,102169834,2,450.903564453,136180134
hash-512/merge-overlap,timed,1,32768,102169834,2,460.130691528,136180134
hash-512/merge-overlap,timed,2,32768,102169834,2,460.565567017,136180134
hash-512/merge-overlap,timed,3,32768,102169834,2,454.833984375,136180134
hash-512/merge-overlap,timed,4,32768,102169834,2,452.652618408,136180134
hash-512/merge-overlap,timed,5,32768,102169834,2,454.609558105,136180134
