workload,phase,trial,items,bits,loops,ns_per_item,checksum
hash-512/records,timed,3,32768,68100724,4,202.791534424,4450153374760
hash-512/records,timed,4,32768,68100724,4,202.900886536,4450153374760
hash-512/records,timed,5,32768,68100724,4,206.408187866,4450153374760
hash-512/merge-disjoint,warmup,0,32768,68103226,2,445.796966553,136180134
hash-512/merge-disjoint,timed,1,32768,68103226,2,437.94631958,136180134
hash-512/merge-disjoint,timed,2,32768,68103226,2,434.879928589,136180134
hash-512/merge-disjoint,timed,3,32768,68103226,2,428.503036499,136180134
hash-512/merge-disjoint,timed,4,32768,68103226,2,435.234710693,136180134
hash-512/merge-disjoint,timed,5,32768,68103226,2,427.34274292,136180134
hash-512/merge-overlap,warmup,0,32768,102169834,2,454.183578491,136180134
hash-512/merge-overlap,timed,1,32768,102169834,2,461.364746094,136180134
hash-512/merge-overlap,timed,2,32768,102169834,2,458.697006226,136180134
hash-512/merge-overlap,timed,3,32768,102169834,2,457.078292847,136180134
hash-512/merge-overlap,timed,4,32768,102169834,2,482.037857056,136180134
hash-512/merge-overlap,timed,5,32768,102169834,2,479.522064209,136180134
