process,variant,workload,phase,trial,items,bits,loops,ns_per_item,checksum
0,baseline,prefix-512/merge-disjoint,timed,3,32768,63870400,2,427.632659912,127673114
0,baseline,prefix-512/merge-disjoint,timed,4,32768,63870400,2,429.253890991,127673114
0,baseline,prefix-512/merge-disjoint,timed,5,32768,63870400,2,425.327941895,127673114
0,baseline,prefix-512/merge-overlap,warmup,0,32768,95829700,2,463.411331177,127673114
0,baseline,prefix-512/merge-overlap,timed,1,32768,95829700,2,455.258056641,127673114
0,baseline,prefix-512/merge-overlap,timed,2,32768,95829700,2,463.102981567,127673114
0,baseline,prefix-512/merge-overlap,timed,3,32768,95829700,2,460.289642334,127673114
0,baseline,prefix-512/merge-overlap,timed,4,32768,95829700,2,454.724624634,127673114
0,baseline,prefix-512/merge-overlap,timed,5,32768,95829700,2,456.246704102,127673114
0,baseline,hash-6/frames,warmup,0,32768,5471471,4,72.0631256104,358780393908
0,baseline,hash-6/frames,timed,1,32768,5471471,4,71.1285247803,358780393908
0,baseline,hash-6/frames,timed,2,32768,5471471,4,72.6378707886,358780393908
0,baseline,hash-6/frames,timed,3,32768,5471471,4,72.5046844482,358780393908
0,baseline,hash-6/frames,timed,4,32768,5471471,4,70.561088562,358780393908
0,baseline,hash-6/frames,timed,5,32768,5471471,4,71.7576293945,358780393908
0,baseline,hash-6/cursor,warmup,0,32768,5471471,4,135.941505432,28789848
0,baseline,hash-6/cursor,timed,1,32768,5471471,4,138.056121826,28789848
0,baseline,hash-6/cursor,timed,2,32768,5471471,4,137.222290039,28789848
0,baseline,hash-6/cursor,timed,3,32768,5471471,4,135.82484436,28789848
0,baseline,hash-6/cursor,timed,4,32768,5471471,4,138.074241638,28789848
0,baseline,hash-6/cursor,timed,5,32768,5471471,4,134.600639343,28789848
0,baseline,hash-6/records,warmup,0,32768,5514916,4,125.318527222,361637822352
0,baseline,hash-6/records,timed,1,32768,5514916,4,129.036270142,361637822352
0,baseline,hash-6/records,timed,2,32768,5514916,4,127.708755493,361637822352
0,baseline,hash-6/records,timed,3,32768,5514916,4,127.018295288,361637822352
0,baseline,hash-6/records,timed,4,32768,5514916,4,128.257110596,361637822352
0,baseline,hash-6/records,timed,5,32768,5514916,4,127.258300781,361637822352
0,baseline,hash-6/merge-disjoint,warmup,0,32768,5517418,2,429.89730835,11008518
0,baseline,hash-6/merge-disjoint,timed,1,32768,5517418,2,383.068725586,11008518
0,baseline,hash-6/merge-disjoint,timed,2,32768,5517418,2,381.662368774,11008518
0,baseline,hash-6/merge-disjoint,timed,3,32768,5517418,2,382.12902832,11008518
0,baseline,hash-6/merge-disjoint,timed,4,32768,5517418,2,379.690170288,11008518
0,baseline,hash-6/merge-disjoint,timed,5,32768,5517418,2,383.930206299,11008518
0,baseline,hash-6/merge-overlap,warmup,0,32768,8232098,2,416.948959351,11008518
0,baseline,hash-6/merge-overlap,timed,1,32768,8232098,2,431.062698364,11008518
0,baseline,hash-6/merge-overlap,timed,2,32768,8232098,2,420.120880127,11008518
0,baseline,hash-6/merge-overlap,timed,3,32768,8232098,2,415.246963501,11008518
0,baseline,hash-6/merge-overlap,timed,4,32768,8232098,2,428.466171265,11008518
0,baseline,hash-6/merge-overlap,timed,5,32768,8232098,2,429.724380493,11008518
0,baseline,hash-512/frames,warmup,0,32768,68057279,4,79.2055130005,4447512945652
0,baseline,hash-512/frames,timed,1,32768,68057279,4,78.3634185791,4447512945652
0,baseline,hash-512/frames,timed,2,32768,68057279,4,78.1488418579,4447512945652
0,baseline,hash-512/frames,timed,3,32768,68057279,4,79.6937942505,4447512945652
0,baseline,hash-512/frames,timed,4,32768,68057279,4,77.7222366333,4447512945652
0,baseline,hash-512/frames,timed,5,32768,68057279,4,77.1624298096,4447512945652
0,baseline,hash-512/cursor,warmup,0,32768,68057279,4,145.08278656,279133080
0,baseline,hash-512/cursor,timed,1,32768,68057279,4,144.387565613,279133080
0,baseline,hash-512/cursor,timed,2,32768,68057279,4,144.156776428,279133080
0,baseline,hash-512/cursor,timed,3,32768,68057279,4,144.979789734,279133080
0,baseline,hash-512/cursor,timed,4,32768,68057279,4,161.412239075,279133080
0,baseline,hash-512/cursor,timed,5,32768,68057279,4,143.035255432,279133080
0,baseline,hash-512/records,warmup,0,32768,68100724,4,214.813552856,4450153374760
0,baseline,hash-512/records,timed,1,32768,68100724,4,223.21446991,4450153374760
0,baseline,hash-512/records,timed,2,32768,68100724,4,221.209213257,4450153374760
0,baseline,hash-512/records,timed,3,32768,68100724,4,220.717750549,4450153374760
0,baseline,hash-512/records,timed,4,32768,68100724,4,219.1197052,4450153374760
0,baseline,hash-512/records,timed,5,32768,68100724,4,220.775924683,4450153374760
0,baseline,hash-512/merge-disjoint,warmup,0,32768,68103226,2,468.634918213,136180134
0,baseline,hash-512/merge-disjoint,timed,1,32768,68103226,2,496.655136108,136180134
0,baseline,hash-512/merge-disjoint,timed,2,32768,68103226,2,471.030548096,136180134
0,baseline,hash-512/merge-disjoint,timed,3,32768,68103226,2,493.364974976,136180134
0,baseline,hash-512/merge-disjoint,timed,4,32768,68103226,2,469.313293457,136180134
0,baseline,hash-512/merge-disjoint,timed,5,32768,68103226,2,472.321182251,136180134
0,baseline,hash-512/merge-overlap,warmup,0,32768,102169834,2,505.758926392,136180134
0,baseline,hash-512/merge-overlap,timed,1,32768,102169834,2,504.014343262,136180134
0,baseline,hash-512/merge-overlap,timed,2,32768,102169834,2,505.264282227,136180134
0,baseline,hash-512/merge-overlap,timed,3,32768,102169834,2,499.133422852,136180134
0,baseline,hash-512/merge-overlap,timed,4,32768,102169834,2,497.006103516,136180134
0,baseline,hash-512/merge-overlap,timed,5,32768,102169834,2,504.014328003,136180134
0,candidate,counts/eg0-small,warmup,0,262144,2920226,4,8.45781898499,78258120
0,candidate,counts/eg0-small,timed,1,262144,2920226,4,8.74094104767,78258120
0,candidate,counts/eg0-small,timed,2,262144,2920226,4,8.90052318573,78258120
0,candidate,counts/eg0-small,timed,3,262144,2920226,4,8.45658779144,78258120
0,candidate,counts/eg0-small,timed,4,262144,2920226,4,8.67792034149,78258120
0,candidate,counts/eg0-small,timed,5,262144,2920226,4,8.60826206207,78258120
0,candidate,counts/eg0-wide,warmup,0,262144,16040710,4,16.1264743805,15953147329455257824
0,candidate,counts/eg0-wide,timed,1,262144,16040710,4,16.0465240479,15953147329455257824
0,candidate,counts/eg0-wide,timed,2,262144,16040710,4,16.2609815598,15953147329455257824
0,candidate,counts/eg0-wide,timed,3,262144,16040710,4,16.2918567657,15953147329455257824
0,candidate,counts/eg0-wide,timed,4,262144,16040710,4,16.0851478577,15953147329455257824
0,candidate,counts/eg0-wide,timed,5,262144,16040710,4,16.2894334793,15953147329455257824
0,candidate,counts/eg3,warmup,0,262144,3707062,4,12.9639310837,551372824
0,candidate,counts/eg3,timed,1,262144,3707062,4,12.8579139709,551372824
0,candidate,counts/eg3,timed,2,262144,3707062,4,13.0472974777,551372824
0,candidate,counts/eg3,timed,3,262144,3707062,4,12.8788948059,551372824
0,candidate,counts/eg3,timed,4,262144,3707062,4,12.8748025894,551372824
0,candidate,counts/eg3,timed,5,262144,3707062,4,12.8095149994,551372824
0,candidate,counts/g7,warmup,0,262144,3276422,4,15.8936977386,79682904
0,candidate,counts/g7,timed,1,262144,3276422,4,15.4058933258,79682904
0,candidate,counts/g7,timed,2,262144,3276422,4,15.528758049,79682904
0,candidate,counts/g7,timed,3,262144,3276422,4,15.2398347855,79682904
0,candidate,counts/g7,timed,4,262144,3276422,4,15.6400203705,79682904
0,candidate,counts/g7,timed,5,262144,3276422,4,15.6079931259,79682904
0,candidate,prefix-6/frames,warmup,0,32768,1217775,4,64.2096176147,79915592608
0,candidate,prefix-6/frames,timed,1,32768,1217775,4,63.2588119507,79915592608
0,candidate,prefix-6/frames,timed,2,32768,1217775,4,64.208984375,79915592608
0,candidate,prefix-6/frames,timed,3,32768,1217775,4,78.5277709961,79915592608
0,candidate,prefix-6/frames,timed,4,32768,1217775,4,65.9351348877,79915592608
0,candidate,prefix-6/frames,timed,5,32768,1217775,4,65.1512145996,79915592608
0,candidate,prefix-6/cursor,warmup,0,32768,1217775,4,98.7987518311,62677496
0,candidate,prefix-6/cursor,timed,1,32768,1217775,4,101.157821655,62677496
0,candidate,prefix-6/cursor,timed,2,32768,1217775,4,99.6058731079,62677496
0,candidate,prefix-6/cursor,timed,3,32768,1217775,4,98.922416687,62677496
0,candidate,prefix-6/cursor,timed,4,32768,1217775,4,101.188659668,62677496
0,candidate,prefix-6/cursor,timed,5,32768,1217775,4,99.6735839844,62677496
0,candidate,prefix-6/records,warmup,0,32768,1221126,4,128.597572327,80064110448
0,candidate,prefix-6/records,timed,1,32768,1221126,4,131.16709137,80064110448
0,candidate,prefix-6/records,timed,2,32768,1221126,4,127.620697021,80064110448
0,candidate,prefix-6/records,timed,3,32768,1221126,4,127.089179993,80064110448
0,candidate,prefix-6/records,timed,4,32768,1221126,4,127.967834473,80064110448
0,candidate,prefix-6/records,timed,5,32768,1221126,4,128.837905884,80064110448
0,candidate,prefix-6/merge-disjoint,warmup,0,32768,1284592,2,352.365493774,2501318
0,candidate,prefix-6/merge-disjoint,timed,1,32768,1284592,2,349.298477173,2501318
0,candidate,prefix-6/merge-disjoint,timed,2,32768,1284592,2,344.975784302,2501318
0,candidate,prefix-6/merge-disjoint,timed,3,32768,1284592,2,368.733734131,2501318
0,candidate,prefix-6/merge-disjoint,timed,4,32768,1284592,2,359.888717651,2501318
0,candidate,prefix-6/merge-disjoint,timed,5,32768,1284592,2,356.433242798,2501318
0,candidate,prefix-6/merge-overlap,warmup,0,32768,1862418,2,406.330108643,2501318
0,candidate,prefix-6/merge-overlap,timed,1,32768,1862418,2,399.744674683,2501318
0,candidate,prefix-6/merge-overlap,timed,2,32768,1862418,2,412.12272644,2501318
0,candidate,prefix-6/merge-overlap,timed,3,32768,1862418,2,409.919113159,2501318
0,candidate,prefix-6/merge-overlap,timed,4,32768,1862418,2,398.508712769,2501318
0,candidate,prefix-6/merge-overlap,timed,5,32768,1862418,2,387.197494507,2501318
0,candidate,prefix-512/frames,warmup,0,32768,63803583,4,64.4626617432,4190486745848
0,candidate,prefix-512/frames,timed,1,32768,63803583,4,67.9076538086,4190486745848
0,candidate,prefix-512/frames,timed,2,32768,63803583,4,64.8708343506,4190486745848
0,candidate,prefix-512/frames,timed,3,32768,63803583,4,63.9673843384,4190486745848
0,candidate,prefix-512/frames,timed,4,32768,63803583,4,67.3856735229,4190486745848
0,candidate,prefix-512/frames,timed,5,32768,63803583,4,63.4791030884,4190486745848
0,candidate,prefix-512/cursor,warmup,0,32768,63803583,4,100.944198608,313020728
0,candidate,prefix-512/cursor,timed,1,32768,63803583,4,103.209495544,313020728
0,candidate,prefix-512/cursor,timed,2,32768,63803583,4,101.286254883,313020728
0,candidate,prefix-512/cursor,timed,3,32768,63803583,4,105.417884827,313020728
0,candidate,prefix-512/cursor,timed,4,32768,63803583,4,105.14037323,313020728
0,candidate,prefix-512/cursor,timed,5,32768,63803583,4,103.413894653,313020728
0,candidate,prefix-512/records,warmup,0,32768,63806934,4,221.63041687,4190418264352
0,candidate,prefix-512/records,timed,1,32768,63806934,4,223.270095825,4190418264352
0,candidate,prefix-512/records,timed,2,32768,63806934,4,220.473609924,4190418264352
0,candidate,prefix-512/records,timed,3,32768,63806934,4,219.070121765,4190418264352
0,candidate,prefix-512/records,timed,4,32768,63806934,4,227.560676575,4190418264352
0,candidate,prefix-512/records,timed,5,32768,63806934,4,240.918479919,4190418264352
0,candidate,prefix-512/merge-disjoint,warmup,0,32768,63870400,2,395.812347412,127673114
0,candidate,prefix-512/merge-disjoint,timed,1,32768,63870400,2,399.667739868,127673114
0,candidate,prefix-512/merge-disjoint,timed,2,32768,63870400,2,403.80859375,127673114
0,candidate,prefix-512/merge-disjoint,timed,3,32768,63870400,2,398.010894775,127673114
0,candidate,prefix-512/merge-disjoint,timed,4,32768,63870400,2,398.764297485,127673114
0,candidate,prefix-512/merge-disjoint,timed,5,32768,63870400,2,408.85798645,127673114
0,candidate,prefix-512/merge-overlap,warmup,0,32768,95829700,2,417.086288452,127673114
0,candidate,prefix-512/merge-overlap,timed,1,32768,95829700,2,414.126724243,127673114
0,candidate,prefix-512/merge-overlap,timed,2,32768,95829700,2,419.854476929,127673114
0,candidate,prefix-512/merge-overlap,timed,3,32768,95829700,2,428.0675354,127673114
0,candidate,prefix-512/merge-overlap,timed,4,32768,95829700,2,413.805007935,127673114
0,candidate,prefix-512/merge-overlap,timed,5,32768,95829700,2,419.266387939,127673114
0,candidate,hash-6/frames,warmup,0,32768,5471471,4,64.6934509277,358780393908
0,candidate,hash-6/frames,timed,1,32768,5471471,4,65.5272827148,358780393908
0,candidate,hash-6/frames,timed,2,32768,5471471,4,63.325881958,358780393908
0,candidate,hash-6/frames,timed,3,32768,5471471,4,65.1524887085,358780393908
0,candidate,hash-6/frames,timed,4,32768,5471471,4,64.6753311157,358780393908
0,candidate,hash-6/frames,timed,5,32768,5471471,4,65.2767791748,358780393908
0,candidate,hash-6/cursor,warmup,0,32768,5471471,4,134.089149475,28789848
0,candidate,hash-6/cursor,timed,1,32768,5471471,4,141.527488708,28789848
0,candidate,hash-6/cursor,timed,2,32768,5471471,4,142.062820435,28789848
0,candidate,hash-6/cursor,timed,3,32768,5471471,4,141.00138092,28789848
0,candidate,hash-6/cursor,timed,4,32768,5471471,4,139.691986084,28789848
0,candidate,hash-6/cursor,timed,5,32768,5471471,4,135.74282074,28789848
0,candidate,hash-6/records,warmup,0,32768,5514916,4,120.831489563,361637822352
0,candidate,hash-6/records,timed,1,32768,5514916,4,122.833572388,361637822352
0,candidate,hash-6/records,timed,2,32768,5514916,4,120.26309967,361637822352
0,candidate,hash-6/records,timed,3,32768,5514916,4,119.605064392,361637822352
0,candidate,hash-6/records,timed,4,32768,5514916,4,120.532356262,361637822352
0,candidate,hash-6/records,timed,5,32768,5514916,4,118.085861206,361637822352
0,candidate,hash-6/merge-disjoint,warmup,0,32768,5517418,2,394.34942627,11008518
0,candidate,hash-6/merge-disjoint,timed,1,32768,5517418,2,389.359786987,11008518
0,candidate,hash-6/merge-disjoint,timed,2,32768,5517418,2,391.555160522,11008518
0,candidate,hash-6/merge-disjoint,timed,3,32768,5517418,2,389.368057251,11008518
0,candidate,hash-6/merge-disjoint,timed,4,32768,5517418,2,391.009017944,11008518
0,candidate,hash-6/merge-disjoint,timed,5,32768,5517418,2,387.985229492,11008518
0,candidate,hash-6/merge-overlap,warmup,0,32768,8232098,2,432.223648071,11008518
0,candidate,hash-6/merge-overlap,timed,1,32768,8232098,2,424.142211914,11008518
0,candidate,hash-6/merge-overlap,timed,2,32768,8232098,2,429.693847656,11008518
0,candidate,hash-6/merge-overlap,timed,3,32768,8232098,2,428.783416748,11008518
0,candidate,hash-6/merge-overlap,timed,4,32768,8232098,2,443.308502197,11008518
0,candidate,hash-6/merge-overlap,timed,5,32768,8232098,2,434.279769897,11008518
0,candidate,hash-512/frames,warmup,0,32768,68057279,4,67.8272247314,4447512945652
0,candidate,hash-512/frames,timed,1,32768,68057279,4,73.0199813843,4447512945652
0,candidate,hash-512/frames,timed,2,32768,68057279,4,74.2200164795,4447512945652
0,candidate,hash-512/frames,timed,3,32768,68057279,4,67.556060791,4447512945652
0,candidate,hash-512/frames,timed,4,32768,68057279,4,65.7482147217,4447512945652
0,candidate,hash-512/frames,timed,5,32768,68057279,4,86.2194671631,4447512945652
0,candidate,hash-512/cursor,warmup,0,32768,68057279,4,136.641189575,279133080
0,candidate,hash-512/cursor,timed,1,32768,68057279,4,139.760017395,279133080
0,candidate,hash-512/cursor,timed,2,32768,68057279,4,140.566513062,279133080
0,candidate,hash-512/cursor,timed,3,32768,68057279,4,137.126609802,279133080
0,candidate,hash-512/cursor,timed,4,32768,68057279,4,137.501716614,279133080
0,candidate,hash-512/cursor,timed,5,32768,68057279,4,135.601364136,279133080
0,candidate,hash-512/records,warmup,0,32768,68100724,4,203.806877136,4450153374760
0,candidate,hash-512/records,timed,1,32768,68100724,4,205.073997498,4450153374760
0,candidate,hash-512/records,timed,2,32768,68100724,4,203.786209106,4450153374760
0,candidate,hash-512/records,timed,3,32768,68100724,4,205.671943665,4450153374760
0,candidate,hash-512/records,timed,4,32768,68100724,4,203.907966614,4450153374760
0,candidate,hash-512/records,timed,5,32768,68100724,4,201.546348572,4450153374760
0,candidate,hash-512/merge-disjoint,warmup,0,32768,68103226,2,437.564208984,136180134
0,candidate,hash-512/merge-disjoint,timed,1,32768,68103226,2,435.8800354,136180134
0,candidate,hash-512/merge-disjoint,timed,2,32768,68103226,2,434.121444702,136180134
0,candidate,hash-512/merge-disjoint,timed,3,32768,68103226,2,438.145324707,136180134
0,candidate,hash-512/merge-disjoint,timed,4,32768,68103226,2,437.973022461,136180134
0,candidate,hash-512/merge-disjoint,timed,5,32768,68103226,2,444.482803345,136180134
0,candidate,hash-512/merge-overlap,warmup,0,32768,102169834,2,451.391860962,136180134
0,candidate,hash-512/merge-overlap,timed,1,32768,102169834,2,455.197647095,136180134
0,candidate,hash-512/merge-overlap,timed,2,32768,102169834,2,456.624359131,136180134
0,candidate,hash-512/merge-overlap,timed,3,32768,102169834,2,462.031036377,136180134
0,candidate,hash-512/merge-overlap,timed,4,32768,102169834,2,460.993438721,136180134
0,candidate,hash-512/merge-overlap,timed,5,32768,102169834,2,469.651535034,136180134
1,candidate,counts/eg0-small,warmup,0,262144,2920226,4,8.56173038483,78258120
1,candidate,counts/eg0-small,timed,1,262144,2920226,4,8.51205921173,78258120
1,candidate,counts/eg0-small,timed,2,262144,2920226,4,8.67891311646,78258120
1,candidate,counts/eg0-small,timed,3,262144,2920226,4,8.55684280396,78258120
1,candidate,counts/eg0-small,timed,4,262144,2920226,4,8.62435531616,78258120
1,candidate,counts/eg0-small,timed,5,262144,2920226,4,8.51221847534,78258120
1,candidate,counts/eg0-wide,warmup,0,262144,16040710,4,16.1606464386,15953147329455257824
1,candidate,counts/eg0-wide,timed,1,262144,16040710,4,17.0323047638,15953147329455257824
1,candidate,counts/eg0-wide,timed,2,262144,16040710,4,16.8794794083,15953147329455257824
1,candidate,counts/eg0-wide,timed,3,262144,16040710,4,15.8195896149,15953147329455257824
1,candidate,counts/eg0-wide,timed,4,262144,16040710,4,16.3909988403,15953147329455257824
1,candidate,counts/eg0-wide,timed,5,262144,16040710,4,16.7843894958,15953147329455257824
1,candidate,counts/eg3,warmup,0,262144,3707062,4,12.7794342041,551372824
1,candidate,counts/eg3,timed,1,262144,3707062,4,12.9688978195,551372824
1,candidate,counts/eg3,timed,2,262144,3707062,4,13.1562147141,551372824
1,candidate,counts/eg3,timed,3,262144,3707062,4,13.2364835739,551372824
1,candidate,counts/eg3,timed,4,262144,3707062,4,13.1923751831,551372824
1,candidate,counts/eg3,timed,5,262144,3707062,4,12.9344072342,551372824
1,candidate,counts/g7,warmup,0,262144,3276422,4,15.1217374802,79682904
1,candidate,counts/g7,timed,1,262144,3276422,4,15.6500730515,79682904
1,candidate,counts/g7,timed,2,262144,3276422,4,15.2059793472,79682904
1,candidate,counts/g7,timed,3,262144,3276422,4,15.1621103287,79682904
1,candidate,counts/g7,timed,4,262144,3276422,4,15.4234972,79682904
1,candidate,counts/g7,timed,5,262144,3276422,4,15.2733726501,79682904
1,candidate,prefix-6/frames,warmup,0,32768,1217775,4,63.789680481,79915592608
1,candidate,prefix-6/frames,timed,1,32768,1217775,4,63.0372390747,79915592608
1,candidate,prefix-6/frames,timed,2,32768,1217775,4,62.8490447998,79915592608
1,candidate,prefix-6/frames,timed,3,32768,1217775,4,63.4384155273,79915592608
1,candidate,prefix-6/frames,timed,4,32768,1217775,4,63.577331543,79915592608
1,candidate,prefix-6/frames,timed,5,32768,1217775,4,62.7593994141,79915592608
1,candidate,prefix-6/cursor,warmup,0,32768,1217775,4,99.9584197998,62677496
1,candidate,prefix-6/cursor,timed,1,32768,1217775,4,101.222358704,62677496
1,candidate,prefix-6/cursor,timed,2,32768,1217775,4,101.06817627,62677496
1,candidate,prefix-6/cursor,timed,3,32768,1217775,4,101.508773804,62677496
1,candidate,prefix-6/cursor,timed,4,32768,1217775,4,105.41280365,62677496
1,candidate,prefix-6/cursor,timed,5,32768,1217775,4,102.213546753,62677496
1,candidate,prefix-6/records,warmup,0,32768,1221126,4,128.372512817,80064110448
1,candidate,prefix-6/records,timed,1,32768,1221126,4,131.716407776,80064110448
1,candidate,prefix-6/records,timed,2,32768,1221126,4,136.303901672,80064110448
1,candidate,prefix-6/records,timed,3,32768,1221126,4,131.209693909,80064110448
1,candidate,prefix-6/records,timed,4,32768,1221126,4,131.441429138,80064110448
1,candidate,prefix-6/records,timed,5,32768,1221126,4,139.969192505,80064110448
1,candidate,prefix-6/merge-disjoint,warmup,0,32768,1284592,2,360.344573975,2501318
1,candidate,prefix-6/merge-disjoint,timed,1,32768,1284592,2,362.323760986,2501318
1,candidate,prefix-6/merge-disjoint,timed,2,32768,1284592,2,356.377288818,2501318
1,candidate,prefix-6/merge-disjoint,timed,3,32768,1284592,2,360.920578003,2501318
1,candidate,prefix-6/merge-disjoint,timed,4,32768,1284592,2,354.885101318,2501318
1,candidate,prefix-6/merge-disjoint,timed,5,32768,1284592,2,356.370285034,2501318
1,candidate,prefix-6/merge-overlap,warmup,0,32768,1862418,2,405.415847778,2501318
1,candidate,prefix-6/merge-overlap,timed,1,32768,1862418,2,396.473556519,2501318
1,candidate,prefix-6/merge-overlap,timed,2,32768,1862418,2,394.790023804,2501318
