workload,phase,trial,items,bits,loops,ns_per_item,checksum
hash-512/cursor,timed,3,32768,68057279,4,148.96647644,279133080
hash-512/cursor,timed,4,32768,68057279,4,146.014533997,279133080
hash-512/cursor,timed,5,32768,68057279,4,149.115562439,279133080
hash-512/records,warmup,0,32768,68100724,4,228.415809631,4450153374760
hash-512/records,timed,1,32768,68100724,4,227.973304749,4450153374760
hash-512/records,timed,2,32768,68100724,4,230.299316406,4450153374760
hash-512/records,timed,3,32768,68100724,4,227.890655518,4450153374760
hash-512/records,timed,4,32768,68100724,4,231.190994263,4450153374760
hash-512/records,timed,5,32768,68100724,4,235.075950623,4450153374760
hash-512/merge-disjoint,warmup,0,32768,68103226,2,471.471160889,136180134
hash-512/merge-disjoint,timed,1,32768,68103226,2,487.16418457,136180134
hash-512/merge-disjoint,timed,2,32768,68103226,2,480.675369263,136180134
hash-512/merge-disjoint,timed,3,32768,68103226,2,496.457427979,136180134
hash-512/merge-disjoint,timed,4,32768,68103226,2,485.300689697,136180134
hash-512/merge-disjoint,timed,5,32768,68103226,2,498.516708374,136180134
hash-512/merge-overlap,warmup,0,32768,102169834,2,494.922637939,136180134
hash-512/merge-overlap,timed,1,32768,102169834,2,518.585845947,136180134
hash-512/merge-overlap,timed,2,32768,102169834,2,521.408721924,136180134
hash-512/merge-overlap,timed,3,32768,102169834,2,526.84274292,136180134
hash-512/merge-overlap,timed,4,32768,102169834,2,550.12638855,136180134
hash-512/merge-overlap,timed,5,32768,102169834,2,529.315307617,136180134
