workload,phase,trial,items,bits,loops,ns_per_item,checksum
hash-512/frames,timed,5,32768,68057279,4,81.9581375122,4447512945652
hash-512/cursor,warmup,0,32768,68057279,4,160.3514328,279133080
hash-512/cursor,timed,1,32768,68057279,4,144.457496643,279133080
hash-512/cursor,timed,2,32768,68057279,4,142.780303955,279133080
hash-512/cursor,timed,3,32768,68057279,4,142.806053162,279133080
hash-512/cursor,timed,4,32768,68057279,4,145.063400269,279133080
hash-512/cursor,timed,5,32768,68057279,4,142.426170349,279133080
hash-512/records,warmup,0,32768,68100724,4,225.29283905,4450153374760
hash-512/records,timed,1,32768,68100724,4,312.336921692,4450153374760
hash-512/records,timed,2,32768,68100724,4,222.72618866,4450153374760
hash-512/records,timed,3,32768,68100724,4,229.528427124,4450153374760
hash-512/records,timed,4,32768,68100724,4,215.936660767,4450153374760
hash-512/records,timed,5,32768,68100724,4,216.575942993,4450153374760
hash-512/merge-disjoint,warmup,0,32768,68103226,2,477.358505249,136180134
hash-512/merge-disjoint,timed,1,32768,68103226,2,469.178512573,136180134
hash-512/merge-disjoint,timed,2,32768,68103226,2,468.451187134,136180134
hash-512/merge-disjoint,timed,3,32768,68103226,2,478.186920166,136180134
hash-512/merge-disjoint,timed,4,32768,68103226,2,473.683044434,136180134
hash-512/merge-disjoint,timed,5,32768,68103226,2,490.809753418,136180134
hash-512/merge-overlap,warmup,0,32768,102169834,2,508.956268311,136180134
hash-512/merge-overlap,timed,1,32768,102169834,2,527.310058594,136180134
hash-512/merge-overlap,timed,2,32768,102169834,2,508.396789551,136180134
hash-512/merge-overlap,timed,3,32768,102169834,2,540.802627563,136180134
hash-512/merge-overlap,timed,4,32768,102169834,2,538.901657104,136180134
hash-512/merge-overlap,timed,5,32768,102169834,2,556.759506226,136180134
