variant,revision,trial,profile,fixture,records,prefix_bytes,tail_bytes,round,build_ns,record_ns,payload_bytes,wire_digest,input_literal_bits,output_literal_bits,input_encoded_bytes,requested_bytes,peak_bytes,live_bytes,allocation_calls
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,3,byte_fixed,fragments,4096,0,0,1,232792.000,56.834,45312,7820603925231540191,54608,32768,61778,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,3,byte_fixed,fragments,4096,0,0,2,224708.000,54.860,45312,7820603925231540191,54608,32768,61778,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,3,byte_variable,fragments,4096,0,0,0,313917.000,76.640,82168,16838699902396890206,54608,32768,110919,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,3,byte_variable,fragments,4096,0,0,1,307875.000,75.165,82168,16838699902396890206,54608,32768,110919,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,3,byte_variable,fragments,4096,0,0,2,329584.000,80.465,82168,16838699902396890206,54608,32768,110919,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,3,bit_fixed,fragments,4096,0,0,0,384250.000,93.811,10308,4373761350378516308,6826,4096,14234,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,3,bit_fixed,fragments,4096,0,0,1,373500.000,91.187,10308,4373761350378516308,6826,4096,14234,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,3,bit_fixed,fragments,4096,0,0,2,398459.000,97.280,10308,4373761350378516308,6826,4096,14234,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,3,bit_variable,fragments,4096,0,0,0,546125.000,133.331,16029,10631779632291143193,6826,4096,21862,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,3,bit_variable,fragments,4096,0,0,1,489542.000,119.517,16029,10631779632291143193,6826,4096,21862,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,3,bit_variable,fragments,4096,0,0,2,484250.000,118.225,16029,10631779632291143193,6826,4096,21862,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,4,byte_fixed,fragments,4096,0,0,0,242834.000,59.286,45312,7820603925231540191,54608,32768,61778,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,4,byte_fixed,fragments,4096,0,0,1,275125.000,67.169,45312,7820603925231540191,54608,32768,61778,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,4,byte_fixed,fragments,4096,0,0,2,253500.000,61.890,45312,7820603925231540191,54608,32768,61778,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,4,byte_variable,fragments,4096,0,0,0,329917.000,80.546,82168,16838699902396890206,54608,32768,110919,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,4,byte_variable,fragments,4096,0,0,1,299375.000,73.090,82168,16838699902396890206,54608,32768,110919,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,4,byte_variable,fragments,4096,0,0,2,324833.000,79.305,82168,16838699902396890206,54608,32768,110919,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,4,bit_fixed,fragments,4096,0,0,0,376541.000,91.929,10308,4373761350378516308,6826,4096,14234,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,4,bit_fixed,fragments,4096,0,0,1,376416.000,91.898,10308,4373761350378516308,6826,4096,14234,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,4,bit_fixed,fragments,4096,0,0,2,417000.000,101.807,10308,4373761350378516308,6826,4096,14234,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,4,bit_variable,fragments,4096,0,0,0,533333.000,130.208,16029,10631779632291143193,6826,4096,21862,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,4,bit_variable,fragments,4096,0,0,1,489084.000,119.405,16029,10631779632291143193,6826,4096,21862,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,4,bit_variable,fragments,4096,0,0,2,488375.000,119.232,16029,10631779632291143193,6826,4096,21862,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,4,byte_fixed,fragments,4096,0,0,0,231250.000,56.458,45312,7820603925231540191,54608,32768,61778,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,4,byte_fixed,fragments,4096,0,0,1,247500.000,60.425,45312,7820603925231540191,54608,32768,61778,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,4,byte_fixed,fragments,4096,0,0,2,254917.000,62.236,45312,7820603925231540191,54608,32768,61778,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,4,byte_variable,fragments,4096,0,0,0,324875.000,79.315,82168,16838699902396890206,54608,32768,110919,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,4,byte_variable,fragments,4096,0,0,1,290542.000,70.933,82168,16838699902396890206,54608,32768,110919,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,4,byte_variable,fragments,4096,0,0,2,297541.000,72.642,82168,16838699902396890206,54608,32768,110919,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,4,bit_fixed,fragments,4096,0,0,0,340875.000,83.221,10308,4373761350378516308,6826,4096,14234,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,4,bit_fixed,fragments,4096,0,0,1,315583.000,77.047,10308,4373761350378516308,6826,4096,14234,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,4,bit_fixed,fragments,4096,0,0,2,318625.000,77.789,10308,4373761350378516308,6826,4096,14234,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,4,bit_variable,fragments,4096,0,0,0,478083.000,116.719,16029,10631779632291143193,6826,4096,21862,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,4,bit_variable,fragments,4096,0,0,1,471083.000,115.010,16029,10631779632291143193,6826,4096,21862,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,4,bit_variable,fragments,4096,0,0,2,454666.000,111.002,16029,10631779632291143193,6826,4096,21862,0,0,0,0
