key_bits,count,shape,windows,pattern,binary_ns,binary_min,binary_max,simd_ns,simd_min,simd_max,automatic_ns,automatic_min,automatic_max,simd_ratio,simd_disjoint_win,simd_disjoint_loss,automatic_ratio,automatic_disjoint_win,automatic_disjoint_loss,checksum
32,18,random,1,independent,16.8996,16.8487,17.0162,19.9024,19.8592,20.6117,16.9337,16.8266,17.0277,0.8491237237720074,False,True,0.9979862640769588,False,False,542560
32,18,random,8192,dependent,26.7281,26.6476,26.7788,33.9555,33.6557,34.3386,28.1039,27.9163,28.1076,0.7871508297624833,False,True,0.9510459402431691,False,True,578320
32,18,random,8192,independent,21.3689,21.2561,21.513,20.8533,20.8409,21.4953,22.0428,21.9514,22.2244,1.0247251034608431,False,False,0.9694276589181048,False,True,569808
32,18,shared,1,dependent,19.4336,19.3568,19.5066,25.359,25.3554,26.056,19.9491,19.8466,20.0253,0.7663393666942702,False,True,0.9741592352537206,False,True,540638
32,18,shared,1,independent,16.8223,16.7752,16.908,19.8322,19.82,20.5977,16.88,16.7104,17.0591,0.8482316636580913,False,True,0.9965817535545023,False,False,542560
32,18,shared,8192,dependent,26.5201,26.4934,26.7001,33.6766,33.4456,34.0621,27.9512,27.8467,27.9863,0.7874933930384896,False,True,0.9488000515183606,False,True,578320
32,18,shared,8192,independent,21.2535,21.1111,21.4049,20.8114,20.8107,21.5011,22.0024,21.9508,22.1595,1.0212431648039055,False,False,0.965962804057739,False,True,569808
32,19,random,1,dependent,19.6125,19.4734,19.9246,26.1722,26.074,26.8519,20.3208,20.2021,20.3636,0.7493638287954395,False,True,0.965144088815401,False,True,629544
32,19,random,1,independent,17.4116,17.3686,17.4894,21.2711,20.9231,21.6443,17.5031,17.3541,17.5399,0.8185566331783499,False,True,0.9947723546114688,False,False,631040
32,19,random,8192,dependent,26.8769,26.7258,26.9143,34.6098,34.2635,35.0336,28.0607,27.7758,28.074,0.7765690642534773,False,True,0.9578128842117267,False,True,605055
32,19,random,8192,independent,21.4147,21.3835,21.6609,21.8557,21.8248,22.5999,22.2457,21.9831,22.2508,0.9798221974130319,False,True,0.9626444661215426,False,True,609400
32,19,shared,1,dependent,19.7935,19.628,19.8797,26.1264,26.0761,26.9104,20.3419,20.3376,20.3878,0.7576053340682223,False,True,0.9730408663890788,False,True,629544
32,19,shared,1,independent,17.392,17.2388,17.58,20.9373,20.9176,21.5661,17.4943,17.3092,17.6504,0.8306706213313082,False,True,0.99415238106126,False,False,631040
32,19,shared,8192,dependent,26.7202,26.6301,26.8601,34.4935,34.2532,34.9406,28.289,27.9566,28.3046,0.7746444982387987,False,True,0.9445438156173777,False,True,605055
32,19,shared,8192,independent,21.3517,21.2971,21.5332,22.0208,21.8648,22.653,22.0346,22.0143,22.2443,0.9696150911865146,False,True,0.9690078331351601,False,True,609400
32,20,random,1,dependent,19.6165,19.6116,19.6623,26.2076,26.1474,26.9007,20.1289,19.9342,20.2495,0.7485042506753765,False,True,0.9745440635106736,False,True,662703
32,20,random,1,independent,16.974,16.9142,17.1364,21.0117,20.9172,21.806,17.1159,16.9777,17.1496,0.8078356344322448,False,True,0.9917094631307731,False,False,659488
32,20,random,8192,dependent,27.2843,26.9557,27.3147,35.1738,34.6102,35.669,28.4355,28.1863,28.5251,0.7756995263520007,False,True,0.9595153944892828,False,True,644727
32,20,random,8192,independent,21.9714,21.7587,21.9809,23.0532,22.9156,23.6137,22.4613,22.2123,22.688,0.9530737598251001,False,True,0.9781891520081205,False,True,645600
32,20,shared,1,dependent,19.478,19.4663,19.6697,26.1756,26.17,26.9529,20.2393,20.0689,20.3011,0.7441281193172268,False,True,0.9623850627245014,False,True,662703
