mode,rep,kind,case,split,n,ratio,prefix,overlap,value_bytes,fixed_values,trial,cpu_first,a_records,b_records,a_payload_bits,b_payload_bits,a_file_bytes,b_file_bytes,a_common_value_bits,b_common_value_bits,a_terminal_key_bits,b_terminal_key_bits,cpu_merge_ms,cpu_all_ms,gpu_all_ms,gpu_command_ms,parse_ms,prepare_ms,order_ms,size_ms,emit_ms,assembly_ms,survivors,output_bits,output_bytes,output_crc32c
tiled,2,cutover,5,train,262144,1,32,50,8,0,2,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,107.413208,109.4575,12.108292,8.46970826387,2.365459,0.043334,6.968625,0.615958,1.264958,0.849625,393194,48241520,6074088,557783620
levelwise,2,cutover,5,train,262144,1,32,50,8,0,0,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.086709,110.116709,8.305875,5.27466664789,3.068875,0.044459,3.141291,0.515167,0.815584,0.720416,393194,48241520,6074088,557783620
levelwise,2,cutover,5,train,262144,1,32,50,8,0,1,1,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,107.722125,109.807958,10.820792,7.20233330503,4.411542,0.038708,3.627292,0.648666,1.343458,0.750792,393194,48241520,6074088,557783620
levelwise,2,cutover,5,train,262144,1,32,50,8,0,2,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.81375,111.174041,7.183125,3.6309583229,2.645542,0.07925,2.158375,0.547833,0.8485,0.90325,393194,48241520,6074088,557783620
levelwise,1,cutover,34,heldout,2048,1,64,25,32,0,0,1,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.873125,1.122458,3.016375,1.59587501548,0.823167,0.026,1.287,0.256916,0.251625,0.371417,3571,1069310,134416,2890404737
levelwise,1,cutover,34,heldout,2048,1,64,25,32,0,1,0,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.8975,1.189875,2.881917,1.65329169249,0.657125,0.042458,1.436459,0.232375,0.230791,0.282542,3571,1069310,134416,2890404737
levelwise,1,cutover,34,heldout,2048,1,64,25,32,0,2,1,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.835125,1.318791,3.557416,1.86900008703,0.968666,0.032792,1.295916,0.311292,0.24325,0.705209,3571,1069310,134416,2890404737
tiled,1,cutover,34,heldout,2048,1,64,25,32,0,0,1,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.889875,1.16475,3.701459,1.93254160695,1.621375,0.044542,1.35325,0.209333,0.211167,0.261541,3571,1069310,134416,2890404737
tiled,1,cutover,34,heldout,2048,1,64,25,32,0,1,0,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.860917,1.066167,2.719958,1.50162499631,0.789041,0.032708,1.258125,0.199792,0.211458,0.228583,3571,1069310,134416,2890404737
tiled,1,cutover,34,heldout,2048,1,64,25,32,0,2,1,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.906334,1.201292,3.15675,1.56154169235,1.180125,0.036458,1.104833,0.226667,0.317125,0.291292,3571,1069310,134416,2890404737
tiled,2,cutover,3,train,16384,1,32,50,8,0,0,0,16384,16384,2049130,2049259,258296,258312,-1,-1,321,321,6.459542,6.920583,4.901083,2.96916667139,2.534083,0.033084,1.457167,0.280667,0.281167,0.314749,24568,3014314,379848,1580578734
tiled,2,cutover,3,train,16384,1,32,50,8,0,1,1,16384,16384,2049130,2049259,258296,258312,-1,-1,321,321,6.541209,6.873375,4.118042,1.37162493775,2.3255,0.036083,0.882208,0.254917,0.281083,0.337875,24568,3014314,379848,1580578734
tiled,2,cutover,3,train,16384,1,32,50,8,0,2,0,16384,16384,2049130,2049259,258296,258312,-1,-1,321,321,6.5505,6.919542,2.800291,1.31658330793,0.994916,0.030917,1.005583,0.240208,0.257917,0.270459,24568,3014314,379848,1580578734
levelwise,2,cutover,3,train,16384,1,32,50,8,0,0,0,16384,16384,2049130,2049259,258296,258312,-1,-1,321,321,6.555083,7.01475,4.058,2.24254169734,1.39525,0.057708,1.669958,0.271834,0.332666,0.33025,24568,3014314,379848,1580578734
levelwise,2,cutover,3,train,16384,1,32,50,8,0,1,1,16384,16384,2049130,2049259,258296,258312,-1,-1,321,321,6.197958,6.499083,5.365917,3.70750005823,1.322833,0.04275,2.995459,0.319458,0.309208,0.375792,24568,3014314,379848,1580578734
levelwise,2,cutover,3,train,16384,1,32,50,8,0,2,0,16384,16384,2049130,2049259,258296,258312,-1,-1,321,321,6.507667,6.886042,5.7645,3.54762497591,3.115333,0.028875,1.522209,0.339125,0.347,0.411625,24568,3014314,379848,1580578734
