variant,trial,case,operation,mode,round,items,ns,calls,requested,peak,live,checksum
candidate,0,byte-15-0,build,0,1,2632,637542,0,0,0,0,1583706055
candidate,0,byte-15-0,query,0,1,4096,16411416,0,0,0,0,6584442294199094370
candidate,0,byte-15-0,build,0,2,2632,652458,0,0,0,0,1583706055
candidate,0,byte-15-0,query,0,2,4096,16386209,0,0,0,0,6584442294199094370
candidate,0,byte-15-0,build,0,3,2632,622250,0,0,0,0,1583706055
candidate,0,byte-15-0,query,0,3,4096,16205750,0,0,0,0,6584442294199094370
candidate,0,bit-3-0,build,0,1,5690,1804583,0,0,0,0,3340569477
candidate,0,bit-3-0,query,0,1,4096,27209791,0,0,0,0,6584442294199094370
candidate,0,bit-3-0,build,0,2,5690,1950250,0,0,0,0,3340569477
candidate,0,bit-3-0,query,0,2,4096,26766375,0,0,0,0,6584442294199094370
candidate,0,bit-3-0,build,0,3,5690,1874834,0,0,0,0,3340569477
candidate,0,bit-3-0,query,0,3,4096,26632000,0,0,0,0,6584442294199094370
candidate,0,bit-15-0,build,0,1,2632,1110917,0,0,0,0,3904194795
candidate,0,bit-15-0,query,0,1,4096,24498375,0,0,0,0,6584442294199094370
candidate,0,bit-15-0,build,0,2,2632,998916,0,0,0,0,3904194795
candidate,0,bit-15-0,query,0,2,4096,24532042,0,0,0,0,6584442294199094370
candidate,0,bit-15-0,build,0,3,2632,1063750,0,0,0,0,3904194795
candidate,0,bit-15-0,query,0,3,4096,24435792,0,0,0,0,6584442294199094370
candidate,0,byte-3-4096,build,0,1,5690,1277417,0,0,0,0,2588134493
candidate,0,byte-3-4096,query,0,1,4096,21295583,0,0,0,0,6584442294199094370
candidate,0,byte-3-4096,build,0,2,5690,1189541,0,0,0,0,2588134493
candidate,0,byte-3-4096,query,0,2,4096,21595958,0,0,0,0,6584442294199094370
candidate,0,byte-3-4096,build,0,3,5690,1264375,0,0,0,0,2588134493
candidate,0,byte-3-4096,query,0,3,4096,22079459,0,0,0,0,6584442294199094370
candidate,0,byte-15-4096,build,0,1,2632,626000,0,0,0,0,1896941275
candidate,0,byte-15-4096,query,0,1,4096,18651583,0,0,0,0,6584442294199094370
candidate,0,byte-15-4096,build,0,2,2632,613792,0,0,0,0,1896941275
candidate,0,byte-15-4096,query,0,2,4096,18528875,0,0,0,0,6584442294199094370
candidate,0,byte-15-4096,build,0,3,2632,653792,0,0,0,0,1896941275
candidate,0,byte-15-4096,query,0,3,4096,18751667,0,0,0,0,6584442294199094370
candidate,0,bit-3-4096,build,0,1,5690,1742333,0,0,0,0,3555944624
candidate,0,bit-3-4096,query,0,1,4096,31276917,0,0,0,0,6584442294199094370
candidate,0,bit-3-4096,build,0,2,5690,1824125,0,0,0,0,3555944624
candidate,0,bit-3-4096,query,0,2,4096,30217209,0,0,0,0,6584442294199094370
candidate,0,bit-3-4096,build,0,3,5690,1771750,0,0,0,0,3555944624
candidate,0,bit-3-4096,query,0,3,4096,31290792,0,0,0,0,6584442294199094370
candidate,0,bit-15-4096,build,0,1,2632,971000,0,0,0,0,2558807147
candidate,0,bit-15-4096,query,0,1,4096,28654750,0,0,0,0,6584442294199094370
candidate,0,bit-15-4096,build,0,2,2632,1070500,0,0,0,0,2558807147
candidate,0,bit-15-4096,query,0,2,4096,28261917,0,0,0,0,6584442294199094370
candidate,0,bit-15-4096,build,0,3,2632,1207667,0,0,0,0,2558807147
candidate,0,bit-15-4096,query,0,3,4096,28006208,0,0,0,0,6584442294199094370
candidate,1,byte-3-0,build,0,1,5690,1230458,0,0,0,0,1761918743
candidate,1,byte-3-0,query,0,1,4096,18324000,0,0,0,0,6584442294199094370
candidate,1,byte-3-0,build,0,2,5690,1197292,0,0,0,0,1761918743
candidate,1,byte-3-0,query,0,2,4096,18303459,0,0,0,0,6584442294199094370
candidate,1,byte-3-0,build,0,3,5690,1288667,0,0,0,0,1761918743
candidate,1,byte-3-0,query,0,3,4096,17816750,0,0,0,0,6584442294199094370
candidate,1,byte-15-0,build,0,1,2632,620291,0,0,0,0,1583706055
candidate,1,byte-15-0,query,0,1,4096,16452667,0,0,0,0,6584442294199094370
candidate,1,byte-15-0,build,0,2,2632,644875,0,0,0,0,1583706055
candidate,1,byte-15-0,query,0,2,4096,16515625,0,0,0,0,6584442294199094370
candidate,1,byte-15-0,build,0,3,2632,659833,0,0,0,0,1583706055
candidate,1,byte-15-0,query,0,3,4096,16553250,0,0,0,0,6584442294199094370
candidate,1,bit-3-0,build,0,1,5690,1844125,0,0,0,0,3340569477
candidate,1,bit-3-0,query,0,1,4096,26715875,0,0,0,0,6584442294199094370
candidate,1,bit-3-0,build,0,2,5690,1792583,0,0,0,0,3340569477
candidate,1,bit-3-0,query,0,2,4096,26351833,0,0,0,0,6584442294199094370
candidate,1,bit-3-0,build,0,3,5690,1878458,0,0,0,0,3340569477
candidate,1,bit-3-0,query,0,3,4096,25883834,0,0,0,0,6584442294199094370
candidate,1,bit-15-0,build,0,1,2632,962125,0,0,0,0,3904194795
candidate,1,bit-15-0,query,0,1,4096,24266208,0,0,0,0,6584442294199094370
candidate,1,bit-15-0,build,0,2,2632,997334,0,0,0,0,3904194795
candidate,1,bit-15-0,query,0,2,4096,24098167,0,0,0,0,6584442294199094370
candidate,1,bit-15-0,build,0,3,2632,963833,0,0,0,0,3904194795
candidate,1,bit-15-0,query,0,3,4096,24515750,0,0,0,0,6584442294199094370
candidate,1,byte-3-4096,build,0,1,5690,1203584,0,0,0,0,2588134493
candidate,1,byte-3-4096,query,0,1,4096,20796542,0,0,0,0,6584442294199094370
candidate,1,byte-3-4096,build,0,2,5690,1176041,0,0,0,0,2588134493
candidate,1,byte-3-4096,query,0,2,4096,21265000,0,0,0,0,6584442294199094370
candidate,1,byte-3-4096,build,0,3,5690,1299875,0,0,0,0,2588134493
candidate,1,byte-3-4096,query,0,3,4096,21058125,0,0,0,0,6584442294199094370
candidate,1,byte-15-4096,build,0,1,2632,677375,0,0,0,0,1896941275
candidate,1,byte-15-4096,query,0,1,4096,18511958,0,0,0,0,6584442294199094370
candidate,1,byte-15-4096,build,0,2,2632,614500,0,0,0,0,1896941275
candidate,1,byte-15-4096,query,0,2,4096,18636417,0,0,0,0,6584442294199094370
candidate,1,byte-15-4096,build,0,3,2632,623166,0,0,0,0,1896941275
candidate,1,byte-15-4096,query,0,3,4096,18557500,0,0,0,0,6584442294199094370
candidate,1,bit-3-4096,build,0,1,5690,1899333,0,0,0,0,3555944624
candidate,1,bit-3-4096,query,0,1,4096,30642333,0,0,0,0,6584442294199094370
candidate,1,bit-3-4096,build,0,2,5690,1835166,0,0,0,0,3555944624
candidate,1,bit-3-4096,query,0,2,4096,31580916,0,0,0,0,6584442294199094370
candidate,1,bit-3-4096,build,0,3,5690,1819333,0,0,0,0,3555944624
candidate,1,bit-3-4096,query,0,3,4096,30834125,0,0,0,0,6584442294199094370
candidate,1,bit-15-4096,build,0,1,2632,1061625,0,0,0,0,2558807147
candidate,1,bit-15-4096,query,0,1,4096,28489625,0,0,0,0,6584442294199094370
candidate,1,bit-15-4096,build,0,2,2632,990417,0,0,0,0,2558807147
candidate,1,bit-15-4096,query,0,2,4096,28075292,0,0,0,0,6584442294199094370
candidate,1,bit-15-4096,build,0,3,2632,1028500,0,0,0,0,2558807147
candidate,1,bit-15-4096,query,0,3,4096,28420834,0,0,0,0,6584442294199094370
baseline,1,byte-3-0,build,0,1,5690,1163333,0,0,0,0,1761918743
baseline,1,byte-3-0,query,0,1,4096,18125375,0,0,0,0,6584442294199094370
baseline,1,byte-3-0,build,0,2,5690,1257833,0,0,0,0,1761918743
baseline,1,byte-3-0,query,0,2,4096,18179459,0,0,0,0,6584442294199094370
baseline,1,byte-3-0,build,0,3,5690,1261791,0,0,0,0,1761918743
baseline,1,byte-3-0,query,0,3,4096,17551958,0,0,0,0,6584442294199094370
baseline,1,byte-15-0,build,0,1,2632,627458,0,0,0,0,1583706055
baseline,1,byte-15-0,query,0,1,4096,16857084,0,0,0,0,6584442294199094370
baseline,1,byte-15-0,build,0,2,2632,659584,0,0,0,0,1583706055
baseline,1,byte-15-0,query,0,2,4096,16524000,0,0,0,0,6584442294199094370
baseline,1,byte-15-0,build,0,3,2632,615542,0,0,0,0,1583706055
baseline,1,byte-15-0,query,0,3,4096,16503917,0,0,0,0,6584442294199094370
baseline,1,bit-3-0,build,0,1,5690,1818042,0,0,0,0,3340569477
baseline,1,bit-3-0,query,0,1,4096,26825375,0,0,0,0,6584442294199094370
baseline,1,bit-3-0,build,0,2,5690,1818666,0,0,0,0,3340569477
baseline,1,bit-3-0,query,0,2,4096,26769542,0,0,0,0,6584442294199094370
baseline,1,bit-3-0,build,0,3,5690,1944000,0,0,0,0,3340569477
baseline,1,bit-3-0,query,0,3,4096,26822875,0,0,0,0,6584442294199094370
baseline,1,bit-15-0,build,0,1,2632,1031041,0,0,0,0,3904194795
baseline,1,bit-15-0,query,0,1,4096,24405875,0,0,0,0,6584442294199094370
baseline,1,bit-15-0,build,0,2,2632,1143708,0,0,0,0,3904194795
baseline,1,bit-15-0,query,0,2,4096,23911750,0,0,0,0,6584442294199094370
baseline,1,bit-15-0,build,0,3,2632,1114458,0,0,0,0,3904194795
baseline,1,bit-15-0,query,0,3,4096,24087958,0,0,0,0,6584442294199094370
baseline,1,byte-3-4096,build,0,1,5690,2291500,0,0,0,0,2588134493
baseline,1,byte-3-4096,query,0,1,4096,33059542,0,0,0,0,6584442294199094370
baseline,1,byte-3-4096,build,0,2,5690,1930292,0,0,0,0,2588134493
baseline,1,byte-3-4096,query,0,2,4096,24765000,0,0,0,0,6584442294199094370
baseline,1,byte-3-4096,build,0,3,5690,1173875,0,0,0,0,2588134493
baseline,1,byte-3-4096,query,0,3,4096,30288584,0,0,0,0,6584442294199094370
baseline,1,byte-15-4096,build,0,1,2632,626042,0,0,0,0,1896941275
baseline,1,byte-15-4096,query,0,1,4096,17998250,0,0,0,0,6584442294199094370
baseline,1,byte-15-4096,build,0,2,2632,818500,0,0,0,0,1896941275
baseline,1,byte-15-4096,query,0,2,4096,19353334,0,0,0,0,6584442294199094370
baseline,1,byte-15-4096,build,0,3,2632,620209,0,0,0,0,1896941275
baseline,1,byte-15-4096,query,0,3,4096,18239125,0,0,0,0,6584442294199094370
baseline,1,bit-3-4096,build,0,1,5690,1794125,0,0,0,0,3555944624
baseline,1,bit-3-4096,query,0,1,4096,30325792,0,0,0,0,6584442294199094370
baseline,1,bit-3-4096,build,0,2,5690,1747792,0,0,0,0,3555944624
baseline,1,bit-3-4096,query,0,2,4096,32312000,0,0,0,0,6584442294199094370
baseline,1,bit-3-4096,build,0,3,5690,1798375,0,0,0,0,3555944624
baseline,1,bit-3-4096,query,0,3,4096,30452750,0,0,0,0,6584442294199094370
baseline,1,bit-15-4096,build,0,1,2632,963958,0,0,0,0,2558807147
baseline,1,bit-15-4096,query,0,1,4096,26949375,0,0,0,0,6584442294199094370
baseline,1,bit-15-4096,build,0,2,2632,996208,0,0,0,0,2558807147
baseline,1,bit-15-4096,query,0,2,4096,27725750,0,0,0,0,6584442294199094370
baseline,1,bit-15-4096,build,0,3,2632,1013584,0,0,0,0,2558807147
baseline,1,bit-15-4096,query,0,3,4096,27763667,0,0,0,0,6584442294199094370
baseline,2,byte-3-0,build,0,1,5690,1361167,0,0,0,0,1761918743
baseline,2,byte-3-0,query,0,1,4096,18918042,0,0,0,0,6584442294199094370
baseline,2,byte-3-0,build,0,2,5690,1532667,0,0,0,0,1761918743
baseline,2,byte-3-0,query,0,2,4096,18015875,0,0,0,0,6584442294199094370
baseline,2,byte-3-0,build,0,3,5690,1255833,0,0,0,0,1761918743
baseline,2,byte-3-0,query,0,3,4096,18270791,0,0,0,0,6584442294199094370
baseline,2,byte-15-0,build,0,1,2632,735125,0,0,0,0,1583706055
baseline,2,byte-15-0,query,0,1,4096,16314917,0,0,0,0,6584442294199094370
baseline,2,byte-15-0,build,0,2,2632,661500,0,0,0,0,1583706055
baseline,2,byte-15-0,query,0,2,4096,16373166,0,0,0,0,6584442294199094370
baseline,2,byte-15-0,build,0,3,2632,614583,0,0,0,0,1583706055
baseline,2,byte-15-0,query,0,3,4096,16669750,0,0,0,0,6584442294199094370
baseline,2,bit-3-0,build,0,1,5690,1906250,0,0,0,0,3340569477
baseline,2,bit-3-0,query,0,1,4096,26593459,0,0,0,0,6584442294199094370
baseline,2,bit-3-0,build,0,2,5690,1794625,0,0,0,0,3340569477
baseline,2,bit-3-0,query,0,2,4096,26727542,0,0,0,0,6584442294199094370
baseline,2,bit-3-0,build,0,3,5690,1739334,0,0,0,0,3340569477
baseline,2,bit-3-0,query,0,3,4096,25970333,0,0,0,0,6584442294199094370
baseline,2,bit-15-0,build,0,1,2632,972583,0,0,0,0,3904194795
baseline,2,bit-15-0,query,0,1,4096,23585208,0,0,0,0,6584442294199094370
baseline,2,bit-15-0,build,0,2,2632,958000,0,0,0,0,3904194795
